userName;content;score;at;appVersion
Bang Izal;Saya tidak bisa melakukan pembatalan sedangkan barang yang mau saya beli kosong ;1;26/03/2023 22:08;4.63.2
Aisyah Azzikria;Saya suka menggunakan aplikasinya karena sangat membantu sekali Tapi ad yang keluhkan sama driverny ini lo seharusnya siaga yadalam segi apapunex masalh duit kembali saat bertransaksi secara tunaikebnyakan saya dapat driver yang tidak ad duit kembalian kalo saya komplen jawabannya bukan hanya saya customer yang di layaninya sampai saat ini apakah kata itu pantas diucapkan sebagai saya yg mnggunakan jasa aplikasi ini seharusnya pra driver siap siaga dong sama kerjaannya bukan ngalahin org;4;12/12/2021 11:31;4.33.1
Tri Nuryani;Oke;5;29/03/2023 11:46;4.64.2
Lia Nurlia;Tepat waktu;5;17/12/2021 07:00;4.33.1
Amir Achmad;Bagus;5;30/10/2022 18:17;4.49.2
Eli Yanah;Sudah gopay plus tiba2 di turunkan ke gopay biasa customer banyak mengeluh driver banyak mengeluh  apakah karya anak bangsa akan ambruk;1;18/05/2023 14:33;4.65.2
Djarot Setyanto;Good Job;5;07/04/2022 10:11;4.40.1
Nelly Asih;Gojek skrg mahal ongkosnya promonya jarang;3;12/12/2022 01:29;4.45.1
Sriyanto Sriyanto;Ok;5;29/11/2021 11:36;4.10.3
Tri Winarni;Sering sering ada promo ya untuk anak sekolah ;5;12/07/2023 23:22;4.69.3
Karmani Karmani;Sangat membantu;5;30/01/2024 08:29;4.80.4
Isnaini;Good ;5;15/08/2023 07:46;4.72.1
Fariz Ridwan;Bagus;5;21/10/2023 23:47;4.77.1
Aleeya Vina;Bagus;5;22/01/2022 03:29;4.25.2
Sponge Kotak;Mantap;5;23/12/2023 12:23;4.80.4
Ade Bekti;Baik;5;27/02/2022 05:50;4.25.2
Aldo Riski;Aplikasi jelek saldo di top up gak masuk lalu laporan robot semua fix jelek aplikasi jelek udah tarif untuk naik gojek gw saranin jgn top up apa pun disini ribet;1;28/12/2023 18:09;4.80.4
Bagas Pramudita;Sangat bagus;5;20/05/2022 08:19;4.43.3
Fudin mebel;Bagus;5;28/11/2021 07:48;4.13.1
Innanta Krisshendy;majulah terus Indonesiaku;5;04/08/2022 00:30;4.48.1
Monika Ang;Tdk bisa gabung voucherjd apa pula gunakan ksh voucher;1;09/11/2022 06:24;4.53.1
Syamsul Arifin;Lagi beneran butuh banget nyari gocar buat antar anak sakit sejam g dapet dapet driver sekalinya dapet driver minta batal order karna terlalu deket dan g mau ambil;1;24/12/2022 15:42;4.10.3
Farida Nuraeni;Promo gofood sedikit;3;27/10/2022 08:40;4.54.2
nhaa vhyaa;Pelayanan memuaskan;5;23/06/2022 06:28;4.38.2
Sri Purwanti;Banyak promonya;5;27/02/2022 10:40;4.37.2
Alysia Hananitya;Sumpah kenapa sih pas dipake lemot banget ga muncul terus tampilannya jengkeeeellll padahal lagi jaringan bagus di apk lain juga lancarlancar ajaaaa;2;18/08/2023 10:58;4.72.1
Desi Triana;Oke;5;27/04/2023 01:11;4.55.2
Christian Lie;puas;5;04/07/2023 10:27;4.59.1
Aqui JP SS;Biaya aplikasi kalau pakai gopay bisa lebih murah Kalo sehari mau pakai aplikasi gopay lebih dr 3x ya kerasa deh;5;05/10/2023 04:41;4.75.1
Lusia Sri Setianingsih;Bagus;5;14/02/2022 13:06;4.27.2
Mastur Panji;Sangat membantu;5;14/07/2023 15:09;4.69.2
niko medeswak;Bagus;4;29/12/2023 16:03;4.77.1
Suryanto;Good aplication with features;5;01/12/2021 09:28;4.32.1
Susilowati Wati;Lancar pelayanannya;5;26/02/2022 06:44;4.37.2
Satiman;Ok;5;07/12/2021 22:27;4.31.1
Aflahan Nisa;Memudahkan untuk perjalan jauh mau pun dekat dan lebih aman;5;20/07/2023 10:47;4.68.1
Asih Kriswan;Gx2236 BBM yl8orls;4;03/01/2024 09:16;4.80.4
Dary Ono;Dimudahkan semua;5;28/11/2023 11:47;4.78.3
Fourmant Mahesa;Nice;5;07/05/2022 05:07;4.35.1
E-sport PUBG Mobile Maaf yah rataa;Sejauh ini baik saja untuk pemesanan go foodtapi terkadang ada kendala saat ngasih titik lokasinya yang akuratmohon diperbaiki lagi kedepannya Thanks;4;26/06/2023 05:41;4.69.1
Jefry Jefry chang;Love U 4ever sangat membantu membuat perutku kenyang di setiap saat dengan berbagai disconnya;5;29/07/2022 02:18;4.47.1
Rizky Tazur;Lumayan bagus apk nya;5;30/04/2022 09:44;4.40.1
Eni Solehati;Seneng banyak diskon;5;09/11/2021 03:53;4.30.1
Matius Haris;Maaf Sudah diupgrade tp tetep eror tdk bs terpakai utk pemesanan go food  pembelian lainnya jg;2;03/12/2023 11:56;4.78.3
Aza Boy;Sangat membantu;5;25/06/2022 12:36;4.36.1
Bunga Happi B.C.R.P;Gojek eror;2;17/11/2022 05:35;4.43.3
bjtv chenel;Good;1;21/10/2022 12:17;4.54.2
rohmad karim;Bagus;5;03/09/2022 01:52;4.50.1
Noviana Sari;Kecewa bangett sama aplikasi inisaya pesen gocar gk bisa bisa katanya drivernya lagi sibukpas pesen gojek juga gk bisaa sama aja gara gara aplikasi ini saya jdi telatkecewa saya mau ganti aplikasi;1;24/11/2021 03:55;4.30.1
Haykal Wais;FITUR NYA JELEK APA LAGI FITUR GOPAY DIKIT DIKIT FITUR GAK BISA DI PAKAI APA LAH HDH CAPE MAKE GOPAY;1;25/09/2023 07:59;4.75.1
Marsan Sutanto;Saat tidak bisa pakai kendaraan pribadi;5;09/09/2023 05:19;4.74.2
dims scooter;Aplikasi busuksungai kecil di suruh terobos;1;16/01/2024 12:56;4.80.4
Arkana Yusuf Setiawan;Sering dikasih yg jauh walaupun motor;4;28/11/2022 23:25;4.56.1
Mba Dangati;Baru dwonlod coba dulu nati aku kasih bintang lima;3;13/11/2023 03:46;4.78.2
ichsan anshar;Tidak bisa melakukan pesanan;1;24/12/2022 10:22;4.58.1
Rahman Sanin;Sangat membantu cepat dan akurat;5;04/12/2022 23:51;4.57.1
Irfan Ngarana;Alus gancang;5;21/06/2023 07:16;4.68.1
Hafid Alkhuzairi;Bagus;4;20/09/2023 10:30;4.74.2
indah ramadhani;Ribet bgt skrg gojek mau kirim barang aja banyak tahap  udh gtu pembayaran di batasi  banyak gak bisanya  ribet  Mending grab kemanamana deh;1;16/03/2023 02:47;4.63.2
Nur Zaman;Lumayan;5;03/09/2023 05:11;4.26.1
Agustinawati Susana;Memuaskan;5;29/03/2022 14:01;4.40.1
Ibnu Hasyim;Nyaman pakai gojek;5;06/10/2022 05:00;4.52.2
Dwiyani Nisrina;agak lama ya;3;30/10/2023 07:55;4.55.2
Asep Rozali;Mantap layanan gojek aplikasi anak bangsa;5;21/01/2023 11:25;4.59.1
Oyong Sahari;Di q;5;27/03/2022 19:43;4.39.2
Dewa Bagaskara;Driver nya songong  asal asalan Tarif gak sesuai aplikasi Tolong dong yg bner;1;06/03/2022 06:54;4.37.2
Nico Joedono;Siip;5;11/07/2022 00:26;4.44.1
Putro Warsito;GI mantapp pokoknya;5;22/01/2022 09:41;4.34.1
Faiz fadhillah;Great;5;18/11/2021 03:32;4.32.1
ali muratwan;Cukup membantu perjalanan sampai ke tujuan;5;11/09/2022 23:45;4.46.2
Bowo Cat Home Stay;Mantaap;5;14/07/2022 02:40;4.47.1
Hutur Sitompul;Voucher promo pengguna baru tiba tiba hilang begitu saja;1;08/11/2023 12:21;4.78.2
Adiyasa Kurniawan;Menggunakan promo yang gojek berikan kenapa akun saya di blokir;1;06/08/2022 08:19;4.47.1
Doa Bae;Mantap;5;12/07/2023 01:32;4.69.3
Uswatun Hasanah;Membantu;5;05/12/2021 01:35;4.32.1
Ibez Affier;Memudahkan kita;5;25/10/2022 12:32;4.54.2
Fatimm 04;Menurut aku apk ini sangat membantu sihh  daripada panasan mending pakai gojek aja poko nya suka bngt deh;5;03/05/2022 04:33;4.37.1
Yamin Aufa;Mantap;5;10/06/2022 02:33;4.44.1
Javir Ganteng;good;5;14/12/2021 09:47;4.33.1
Handayani Nur;Membantu banget pokoknya;5;08/07/2023 17:58;4.67.2
Fatma Rahim;Apk yg bagus;5;19/12/2021 16:43;4.34.1
Magdalena Manalu;Pelayanan customer service nya kurang gak nyambung;2;02/12/2023 23:53;4.78.3
Arum Sulastari;Parah wajib tutup akun sepertinya Gojek gbkal laku klo gini sistemnya;1;05/11/2023 11:21;4.74.3
Mochamad Istikmal;Bagus tingkatkan terus;5;04/02/2022 12:18;4.36.1
Rahel Septianingsi Boru Tobing;Drivernya tidak jujur saya sudah chat untuk tidak menagih uang ke bapa saya malah ditagih kurang ajar mohon ditindaklanjuti supaya tidak ada korban lagi terimakasih;1;16/12/2021 02:30;4.33.1
Siti Saroh;Selama saya pake aplikasi ini okdriver nya jg ramah2 mau jemput sesuai titikklw gk ambil order pun driver kabarijd menunggu tdk lama;5;04/11/2022 14:42;4.51.1
Yessy Girsang;Gojek saya kenapa gak bisa di buka ya k ak ;1;19/12/2022 06:31;4.58.1
Indah Sari;Sangat membantu sekali;5;29/03/2022 11:19;4.24.2
Budiman Budiman;Keren lah pokok nya;4;02/01/2024 08:41;4.77.1
Shexoxcommunity Shexox;Pemblokiran sepihak gimana ini Gopayleter saya d bekukan karena telat Bayar Liar Binasa;5;05/07/2022 14:49;4.43.3
Isdi Isdiarto;Sangat memuaskan;5;03/09/2022 13:41;4.40.1
Usman Bani;Dukung karya anak bangsa;5;10/10/2022 13:02;4.53.1
Slamet Wijaya;Oke cepat nganterrnya nyaman;5;12/05/2023 21:21;4.65.2
kelon lon;Goride gofood belum ada di sini min  apa cuma di kota yg berlaku  vouchernya gk kepakai dong ;3;31/01/2024 11:40;4.81.2
Musafa Fa;good;5;29/01/2022 04:01;4.36.1
Mariska Verawati;Berguna untuk kaum rebahan;5;26/07/2022 18:23;4.46.2
Achmad Susanto;Sangat membanty;5;19/02/2022 10:23;4.29.1
Alfariz Fattah;Say top up tidak masukpadahal saldo dari bank sdh terpotong3kali transaksiGojek memank parah;1;30/05/2022 01:08;4.43.3
Bella Steve Harris;MANJI MAntap JIwa;5;11/12/2021 00:11;4.32.1
Carl Hopkins;Saya suka menggunakan gopay karena simple dan cukup nyaman entah kenapa belakangan ini ada masalah pada jaringan gopay yang selalu tidak tersambung dengan jaringan padahal dalam kondisi jaringan yang normal walaupun telah berulang kali update tetapi masalah bug jaringan ini tidak menghilang tolong untuk segera di perbaiki Terima kasih;2;26/08/2023 11:54;4.73.1
Muhamad Ikhsan AL Fatir;Drivernya jauh2Terus Makanan Lama 1 jam baru sampai;2;20/04/2022 02:32;4.41.1
Wahyu Budi Utomo;Tolong donk kalo punya driver jangan pada egois Giliran harga murah susah giliran harga mahal gampang Bikin customer kecewa;1;02/05/2022 08:03;4.42.2
Rakha Pratama;Sering eror appsnya order tapi g msk d driverny;1;12/09/2023 00:46;4.74.2
Mas Arif;Sangat membantu;5;17/11/2022 07:04;4.55.2
Zakiyah_mTh;Mantapu jiwa;5;17/12/2022 13:13;4.56.1
jajang ahmad juwaeni;Ajib;5;04/02/2022 09:48;4.34.1
Desriti “dewi” cute;mantulll;5;23/02/2022 10:03;4.36.1
surani supratiwi;Bagussss;5;30/07/2023 05:04;4.71.2
Vonny Wajong;Aman dan ok;5;23/12/2021 04:50;4.34.1
Rizky Ananda Sirait;Bagus;5;08/08/2022 10:43;4.36.1
Kunkun Alafa;Uangku di gopay tanggal 1 juni di transfer tanpa sepengetahuanku ke akun jago entah siapa pelakunya sudah melaporkan ke pihak gopay uang tidak kembali dan tidak memberikan penjelasan yang layak Tidak aman Sangat nyesal;1;03/06/2023 16:11;4.67.2
Koko Wiliem;goood jek;4;29/01/2022 12:47;4.35.1
Tomy Aryanto;Joss dehh;5;11/12/2021 07:37;4.33.1
Super Boy;Aktifin GoPayLater ditolak nunggu 90 hari hahahha konyol Padahal dulu saya aktifin ShopeePayLater langsung di acc skrng dapet limit 96jt dipake buat belanja klo males topup isi saldo Bagaimana mau bersaing sama aplikasi lain klo ditolak nunggu 90 hari tanpa alasan jelas kontak admin gak ada solusi lanjut tetep harus tunggu 90 hari lah orang keburu pindah nyari aplikasi lain;1;07/11/2022 00:51;4.43.1
Dwi AW;Mantab bet;5;04/01/2022 12:20;4.34.1
Ahmad M.;Resto ada yg ditampilkan tapi lagi tidak Terima pesanan ada juga yang dimenu persediaan habis semua;2;03/11/2022 02:38;4.54.2
Jhon Feri Kristian;Good;5;14/08/2022 08:06;4.49.2
Syaripuddin Syarip;Ok;5;16/11/2022 15:09;4.55.2
Hendra Gunawan;Ok;5;17/03/2022 07:31;4.18.2
バギルM.Albagir;Kalau ditelpon ke customer care terus suara operator nya kurang kedengaran Jangan ditutup ya tapi gede in lagi suara nya  Bintang 1 nih;1;28/05/2022 04:45;4.44.1
stroberi girl;Kok lama banget nyari driver;1;12/01/2023 01:35;4.58.1
Roy V;GOJEK YANG SEKARANG BUKAN GOJEK YANG DULU;1;27/02/2022 06:03;4.37.2
Haikal Shop;Terima kasih Gojek sanggat membantu di kehidupan saya;5;06/10/2022 12:20;4.53.1
Amelia Aira;Baru di update udah minta update lagi;1;17/03/2022 13:16;4.38.2
Reza Dhaniati;Lumayan di pake untung ngutang  Nnti pas gajian auto bayar2;5;21/06/2023 12:30;4.68.1
Muhammad Adani;Bagus;5;02/03/2022 11:11;4.36.1
Agus Yulianto;Ongkirnya mahal sekarang Orderan cmn 12rb ongkirnya 14rb ;1;09/05/2022 08:01;4.42.2
Yudhi Santo;So far so good;5;28/11/2021 05:05;4.16.1
LULY AYULIA SUSANTI;Pengantarannya cepat ok;5;31/08/2022 12:38;4.50.1
ari parma;Isi token listrik lewat gojek token 20 harga 22500 Bagus beli lewat PLN mobile pembayaran lewat gojek cuma 21500 20x transaksi saya hemat 20000;2;25/03/2023 19:28;4.63.2
Adil Luwuk;Gojek sangat keren;5;25/05/2022 23:03;4.43.3
Eko Widodo;Selalu ada untuk kubisa buat belanja kemana2pingin apa tinggal klik dari rumah Always is the Best buatku;5;24/11/2023 02:23;4.78.3
Faisal Rifki;Aplikasi sampah ram 6 GB suka tidak respon aplikasi saya diinstal sedikit padahal cache udah dikosonginINTERNETPUN SANGAT LANCAR saya coba nonton YOUTUBE kualitas 1080 itu LANCAR TAPI APKNYA masih tetap begitu  Katanya pegawainya pengalaman 50tahun masih muda dan IPK 1000 tapi order kang jek sering eror jadi mempersulit untuk komunikasi kang ojek saat menentukan lokasi penjemputan Update dong bisanya tapi tidak berguna dan ngaruh sama sekali;1;22/12/2023 13:09;4.80.3
frantilova africh;Bagus;5;26/12/2022 07:23;4.53.1
Lionel Udampo;Kebanyakan harus bayar pajak dan lainnya saat memesan makanan di go food jadinya saya harus bayar semuanya mana duitnya ga cukup lagi haduhhhh;2;14/07/2022 13:24;4.47.1
kurniawan rudi;Bos gopay saya kok bs d update k premiumjadi gk bs tf ke atm duitnya;3;24/04/2022 14:50;4.41.1
Didi Saka;T bunuh tv orang diri n T yang Gt Dan R bg yg ji film yg bu kokoh dalam hati gue yg yu saya ganti tebu bir yu ikut mulu T kini yang ciri nu ibu ni;3;11/01/2024 00:12;4.79.2
ell war;Mantap skali;5;23/04/2022 16:18;4.40.1
Budi Harjo;Respon cepat joos;5;12/06/2022 01:30;4.44.1
Indah Pratama;Terimakasihbanyak;5;20/08/2022 07:59;4.49.2
Yordi Ramdani;Saya ga pake gopay later di tagihin terus suruh bayar Aneh;1;09/03/2022 09:12;4.38.2
Bagus Bahtiar;gacorin min;5;13/08/2022 04:36;4.39.2
As'ari Amd;Nice service and kindly;5;12/11/2023 10:15;4.76.2
Barokah Foam;Jos;5;17/01/2022 17:01;4.34.1
Parti Tafan;Good job;4;13/02/2023 13:40;4.60.1
Rahmy fauziah;Kenapa ya aplikasi nya Kadang lagi di buka suka keluar sendiri gitu aja terus;1;27/12/2021 12:56;4.32.1
Niki Tigo;Makin mahalga mutubeban biaya aplikasi tinggi buat angsur kendaraan lebih baik;1;09/10/2023 05:18;4.76.2
Irma Susanti;Pas buka apk loading terus gak selesai2 loadingnya Padahal jaringan bagus knpa ya;3;15/07/2022 07:05;4.47.1
Efendi Zarkasih;Ok;5;11/07/2022 13:32;4.47.1
Dwi Martanti;sopan abang nya;5;09/09/2023 06:13;4.73.1
Tobiin Tobi;Pelayanan yg baik terima kasih;5;20/02/2022 15:50;4.37.2
Madaf Madaf;Isi saldo srh bikin pin tp otp g d kirim tlpn cs g jelas;1;30/03/2022 13:45;4.40.1
Dian Harybudhi;Sangat membantu banget;5;16/03/2023 02:18;4.62.1
Dian Permana;Happy to use this;5;19/02/2023 05:38;4.61.1
fais “fa'is”;Good;5;29/09/2023 07:32;4.72.1
Moch Ifnatullah;TOP;5;07/11/2021 16:19;4.31.1
pb2021 kemdikbud;sip deh;5;07/02/2022 13:17;4.34.1
Shim April;Tolong dong adminsaya sama sekali belum bisa masuk akun gojekpadahal saya ada akun gojeknya;4;03/08/2023 05:21;4.71.3
Lidya Wati;Sangat susah mendapatkan driver Begitu dapat eh dia minta di cancel;3;03/04/2022 11:47;4.37.2
Meili Xia;Ok;5;15/01/2024 06:56;4.80.4
Dedi Efendi;Oke mantapterus tingkatkan;3;21/11/2021 09:23;4.32.1
FahRizal Amri Imron;Biar bintang berbicara;5;01/01/2022 06:55;4.34.1
Kinn Too;Punya limit Gopaylater tapi gbisa digunakan buat apa min;2;29/12/2023 06:59;4.80.4
Budi Mulia N;makasih pioner ojek online  karya anak bangsa;5;25/04/2023 08:33;4.65.2
Russman Zani;Mau login aja susah;1;26/11/2023 03:14;4.78.3
Dedi Iswandi;Gabisa gabung promo percuma;3;29/08/2022 09:50;4.50.1
Rohmatulloh Nur Arip;Akun goceng mati ajaa;1;25/09/2023 04:46;4.74.2
Irwan Hendrawan;Biar tobat;1;28/06/2022 07:01;4.38.2
Fanna Maulana;Makasih ya pak cepet pengantaranya;5;22/12/2022 12:51;4.58.1
namadepan _;indo punya;5;16/11/2023 04:47;4.78.2
Asdimar Munthe;Gojek mantap deh Semoga semakin lebih memuaskan lagi;5;24/06/2022 07:00;4.45.1
Emen Df;Lodinya lama mau cek makanan di menunya lodingy minta ampun;1;25/08/2022 07:14;4.50.1
Muhammad Fiqih Fajar;Amanah;4;17/09/2023 07:35;4.74.2
Fulanah Dari;Gojek help saya gbsa masuk ke akun saya;4;12/09/2023 20:26;4.74.2
Lusi Wulandari;Drivernya ramah dan murah senyum;5;17/04/2023 00:24;4.65.2
Andrian Febrianto;Good;4;31/12/2021 05:15;4.19.3
Herlina Rambe Harahab;Paket rusak setelah pengiriman lewat gosend tapi tidak sama sekali mau bertanggung jawab pihak aplikasi  Minta uang buat asuransi barang agar tidak rusak saat pengiriman tapi pas rusak malah menyalahkan customer dengan enteng nya karna tidak membungkus dengan baik  Padahal kenyataannya dibungkus sangat rapi dan alasan nya tidak bertanggung jawab perihal kerusakan karna gojek hanya bertugas untuk mengirim ke tujuan lalu buat apa minta uang asuransi barang jika seperti itu  Pengalaman buruk;1;02/11/2022 12:20;4.51.1
Indreja Taura;Good;5;02/05/2023 02:15;4.66.1
MM;Yaaaa;4;21/01/2022 03:31;4.35.1
Nurhayati AS;Saya kecewa sudah top up 100000 tp saldo masih 0 dan hrs bayar tunai saat pake gocar gimana solusinya;2;08/01/2023 10:36;4.58.1
Julian Hermawan; kenapa;5;25/11/2021 12:40;4.29.1
mugi hjm;Sangat membantu;5;11/07/2022 23:22;4.44.1
Amanda Fatimah;Malam Saya top up saldo gopay untuk konsumen Tapi kenapa saldonya tidak masuk ke akun gopay saya;5;07/05/2022 17:14;4.32.1
MUHAMMAD RAMADHAN;semoga di denger tolong dong kalo bisa customer chat duluan ke resto gak mesti resto yg chat duluan ke customer kalo ada apa2 bingung mau ngubungin resto;2;26/01/2024 19:39;4.81.2
Kuswanto Nisa;Oke;4;21/12/2023 08:33;4.66.1
Juli Rusia;Kenapa skrng jadinya app suka macet jadinya ngga bisa buka;4;27/07/2023 23:32;4.70.1
Opik Umang;Bgussssssss Bgt;5;18/07/2022 08:26;4.47.1
Iyas On;Wooooy driver tuh diajar biar g kurang ajar org pesen ditolak kalo g ditolak susah dapetnya padahal saya ini mesen dari depan gerbang barat ancol;1;30/08/2023 11:55;4.68.1
Naumi Margi koni;Sangat membantu kami;5;20/11/2023 04:52;4.78.3
Muhammad Mitsmar;jos;5;19/06/2022 02:55;4.15.1
Dewa Rahadian;Okelah Sangat membantu saya;5;25/12/2021 06:16;4.34.1
Mochammad Nazril;gopay nya gak jelassuruh selfie tapi gak difotoRIBETT;1;24/06/2023 10:39;4.69.1
sri rahayu asiking;sangat membantu;5;07/12/2021 15:35;4.32.1
Diego_Alexander Sevino_7A;Bagus;5;05/01/2022 11:11;4.34.1
Ahmad Madany;voucher kok ilang smua padahal gk nuyul;1;01/12/2021 07:38;4.32.1
Resty Ulandariliana;Bagus tapi promo nya kurang banyak;5;31/08/2022 11:23;4.50.1
Adnan Nandar;Good;5;16/07/2022 05:05;4.47.1
Indana Zulfa;Mempermudah hidup;5;11/09/2023 00:15;4.74.1
Asmaranda Farialdi Dano Pa;Sangat bagus;5;22/07/2022 09:46;4.47.1
merry ai;Sudah komplit pilihan menuy ;5;09/02/2022 15:13;4.36.1
Annisa Dwi;Lebih gampang kalo adjust alamat gatau kenapa;5;11/07/2022 14:43;4.47.1
Tito Maulana;turu;4;25/08/2022 17:37;4.49.2
MuMin Pillar;mantaaap;5;12/03/2022 06:05;4.35.1
Mixace Orange;Sayang bgt Padahal nama besar tp promonya kok seperti bohongan Masa jual kupon milik sendiri aja ga berguna;1;10/06/2023 06:09;4.68.1
Jam Gadang;Ok;5;15/04/2022 14:34;4.39.2
Yanti alif;Sangat bermanfaat sekali untuk transportasi saya kemanapun;5;15/01/2023 23:33;4.59.1
Dessembilan;Aplikasi wajib dah pokoknya;5;07/06/2022 04:31;4.44.1
Ali Muchlisin;Sangat membantu;5;27/02/2022 16:40;4.34.1
Vino Pratama;G bisa gofood;1;23/01/2022 02:46;4.36.1
Iswanta Boncel;Memuaskan;5;13/12/2021 06:57;4.33.1
jaka sona;Bagus;5;10/07/2023 03:45;4.69.2
omazavier devan;bagus bisa bantu kita kpn saja;5;13/07/2023 09:56;4.67.2
Den Dany sutrisno;Bagus;5;14/02/2022 18:13;4.36.1
Ayuni Aulia;Ko gejek saya ga muncul si loading trus tampilannya kaya gada internet Padahal udh saya refresh juga ga mau Brrti saya ga boleh pesen di gojek ini Klo bisa kirim gambar kendala mah saya kirim ini buktinya Maaf banget saya kasih bintang 1 karna ga bisa digunain apknya loading tross Udh ganti dataWiFimasih aja ga bisa;1;14/12/2021 10:43;4.25.2
Camaik Jambak;Terbaik;5;04/08/2022 10:59;4.48.1
Savior BELLA;Saya sama skali tidak bisa melakukan pemesanan apapun Gopaylater tidak bisa di gunakan padahal limit masih full;1;30/11/2023 23:39;4.77.1
Enriq Eveneva;Lebih di tingkatkan lagi selebihnya sdh bagusterima kasih;4;14/05/2022 05:54;4.43.1
Ahmad Fakhruddin;Sangat bagus;5;04/08/2022 07:09;4.48.1
Khabib mustofa;Sangat berguna dan membantu dalam perjalanan;5;26/11/2023 10:09;4.76.2
Ciya Naciya;Sebenarnya bagus aplikasi ini tapi sayang sistemnya yang kadang buat bingung pernah pesan ga muncul laman gambar mobilposisi drivernya malah ke halaman awal ketika ditungguin beberapa waktu tetap ga muncul giliran diulang pesan lagi udah nunggu dititk lokasi malah dateng 2 double pesanan;4;01/09/2023 14:33;4.68.1
fit Run;SERING kali dapat pengemudi minta nya offline melulu akir2 ini katanya biar gak dipotong jasa aplikator bayar nya samalalu untuk apa guna nya saya topup gopay ada apa sii sebenernya digojek;2;04/04/2023 11:36;4.63.2
Rioc Rio;Beri aku gofood;5;19/08/2022 07:49;4.42.2
Mas Gugun;Semua akan baikbaik saja pada akhirnya Jika tidak oke itu bukanlah akhir  John Lennon;5;31/03/2023 22:32;4.64.2
Ripray 18;Ini kenapa ya sesudah update naik versi Aplikasi sering bug Tiba crash stuck saat pengoprasian Tolong dong di fix ulang lagi aplikasi ini oleh pihak gojek;2;11/10/2023 09:55;4.76.2
ari erwinu;Aplikasi bagus;5;30/08/2023 01:28;4.69.2
Muhammad Zubair Muda;Bagus;5;05/05/2023 02:43;4.65.2
Kho Mari;Mempermudah;5;12/11/2021 10:56;4.31.1
Yanti Nashirul;Terimakasih sudah membantu;5;26/04/2023 13:34;4.65.2
Rafa Arkananta;Ajarin dong puh sepuh;5;01/10/2023 04:22;4.69.3
haris priadi;Mantul;5;06/03/2022 20:17;4.30.1
Hans Lin;Transportasi yg sangat murah dan aman;5;14/06/2022 13:43;4.44.1
Sahri Boz;Kok sekarang sangat sulit u tuk membuka bos;1;24/12/2023 04:50;4.80.4
Putri liyana Nazifa;The best deh pokoknya;5;07/11/2023 11:46;4.77.2
